index,price
226,767.3
227,614.0
228,334.35
229,781.0
230,367.0
231,915.0
232,277.0
233,395.0
234,490.0
235,505.0
236,284.9
237,615.0
238,350.0
239,1230.0
240,370.0
241,239.0
242,374.95
243,505.0
244,573.0
245,755.0
246,254.0
247,515.0
248,490.0
249,433.0
250,1115.0
251,497.0
252,253.5
253,635.0
254,214.95
255,465.0
256,540.0
257,420.0
258,231.5
259,385.0
260,370.0
261,500.0
262,258.0
263,430.0
264,270.0
265,535.0
266,357.0
267,340.0
268,319.95
269,565.0
270,480.0
271,695.0
272,524.95
273,165.0
274,355.0
275,680.0
276,250.0
277,1045.0
278,244.9
279,3205.0
280,645.0
281,425.0
282,445.0
283,235.0
284,260.0
285,780.0
286,623.08
287,344.95
288,505.0
289,905.0
290,344.95
291,754.95
292,318.0
293,763.0
294,380.0
295,305.0
296,315.0
297,531.0
298,105.0
299,384.5
300,520.0
301,604.999
302,586.0
303,190.0
304,315.0
305,366.28
306,410.0
307,310.45
308,945.0
309,319.5
310,1537.5
311,280.0
312,540.0
313,285.0
314,799.154
315,604.0
316,680.0
317,656.0
318,255.0
319,580.0
320,425.0
321,605.0
322,1505.0
323,1155.0
324,251.0
325,500.0
326,485.5
327,710.0
328,635.0
329,615.95
330,565.0
331,422.25
332,508.0
333,1345.0
334,414.5
335,545.0
336,390.0
337,335.0
338,873.5
339,785.0
340,558.65
341,494.99
342,418.45
343,1505.0
344,302.95
345,574.0
346,263.0
347,641.0
348,538.0
349,1255.0
350,354.0
351,233.0
352,1312.0
353,540.0
354,505.0
355,835.0
356,235.0
357,250.0
358,840.0
359,326.95
360,620.0
361,594.9
362,1044.0
363,455.0
364,721.5
365,408.0
366,380.0
367,271.0
368,652.5
369,717.0
370,355.0
371,234.0
372,216.0
373,330.9
374,504.0
375,212.0
376,240.0
377,87.5
378,1056.0
379,993.5
380,275.0
381,520.0
382,724.0
383,985.0
384,139.0
385,251.0
386,410.0
387,1755.0
388,935.0
389,235.0
390,210.0
391,267.0
392,300.0
393,265.0
394,363.0
395,600.0
396,300.0
397,529.0
398,446.75
399,442.0
400,550.0
401,564.95
402,543.0
403,340.0
404,407.0
405,790.0
406,429.5
407,548.2
408,535.0
409,499.0
410,665.0
411,443.0
412,758.888
413,352.5
414,312.0
415,535.0
416,542.5
417,486.45
418,710.0
419,465.0
420,357.0
421,774.9
422,838.0
423,570.0
424,317.0
425,1375.0
426,496.3
427,450.0
428,516.555
429,615.0
430,530.0
431,541.0
432,468.0
433,420.0
434,450.0
435,764.0
436,285.0
437,265.0
438,387.0
439,595.0
440,257.5
441,856.0
442,770.0
443,239.95
444,805.0
445,230.0
446,747.5
447,590.0
448,320.0
449,470.0
450,260.0
451,609.0
452,325.0
453,365.0
454,285.95
455,280.0
456,341.9
457,541.5
458,330.0
459,229.5
460,295.0
461,2405.0
462,256.0
463,547.5
464,330.0
465,1707.5
466,335.0
467,510.0
468,217.0
469,990.0
470,407.5
471,275.0
472,392.0
473,436.0
474,844.9
475,265.0
476,585.0
477,206.5
478,259.0
479,200.0
480,2243.89
481,588.0
482,308.5
483,275.0
484,329.0
485,1162.2
486,562.0
487,433.75
488,381.0
489,537.0
490,253.0
491,260.0
492,571.0
493,328.0
494,495.0
495,787.0
496,925.0
497,316.1
498,554.9
499,399.95
500,325.0
501,270.0
502,880.0
503,847.5
504,373.0
505,680.0
506,275.0
507,240.0
508,845.0
509,875.3
510,1580.0
511,374.0
512,1269.0
513,1351.4
514,814.0
515,320.275
516,470.0
517,793.0
518,306.5
519,335.0
520,425.0
521,270.0
522,260.0
523,362.0
524,1205.0
525,215.0
526,756.0
527,388.0
528,1020.0
529,625.0
530,346.0
531,377.5
532,365.0
533,932.0
534,665.0
535,305.0
536,1038.89
537,197.0
538,161.0
539,307.0
540,915.0
541,190.0
542,545.0
543,455.0
544,1305.0
545,890.0
546,373.0
547,775.0
548,755.0
549,565.0
550,905.0
551,230.0
552,355.0
553,510.0
554,1230.0
555,527.0
556,206.0
557,952.5
558,855.0
559,458.246
560,620.0
561,340.0
562,216.0
563,881.65
564,1320.0
565,415.0
566,751.0
567,505.0
568,640.0
569,652.0
570,344.0
571,1085.0
572,1055.0
573,615.0
574,587.0
575,952.5
576,495.0
577,695.0
578,504.95
579,955.0
580,739.2
581,1230.0
582,510.0
583,115.0
584,635.0
585,535.0
586,680.0
587,418.0
588,1685.0
589,650.0
590,530.0
591,1110.0
592,510.0
593,1900.0
594,480.0
595,390.0
596,294.0
597,440.0
598,762.0
599,640.0
600,824.9
601,324.0
602,670.0
603,278.0
604,2455.0
605,1055.0
606,460.0
607,530.0
608,665.0
609,327.5
610,580.0
611,705.0
612,292.6
613,230.0
614,350.0
615,630.0
616,410.0
617,292.0
618,585.0
619,865.0
620,95.0
621,535.0
622,680.0
623,380.0
624,485.0
625,378.0
626,625.0
627,776.0
628,656.0
629,633.0
630,1555.0
631,454.5
632,586.0
633,596.0
634,235.0
635,244.95
636,2455.0
637,575.0
638,555.0
639,528.0
640,455.0
641,230.0
642,420.0
643,565.0
644,335.0
645,455.0
646,785.0
647,1405.0
648,2560.0
649,507.0
650,230.0
651,359.901
652,290.0
653,875.0
654,470.0
655,722.0
656,272.345
657,555.0
658,375.0
659,655.0
660,230.0
661,355.0
662,980.0
663,530.0
664,469.0
665,160.0
666,465.0
667,804.2
668,782.0
669,596.0
670,250.0
671,272.8
672,410.1
673,1405.0
674,638.1
675,239.0
676,271.0
677,687.0
678,315.0
679,305.0
680,720.0
681,344.95
682,543.0
683,567.0
684,504.0
685,930.0
686,491.0
687,455.0
688,390.0
689,304.0
690,547.0
691,1227.5
692,587.5
693,745.0
694,955.0
695,494.2
696,377.977
697,345.0
698,258.0
699,551.0
700,960.0
701,425.0
702,712.0
703,971.0
704,778.0
705,369.0
706,342.5
707,262.2
708,612.5
709,771.95
710,321.0
711,399.475
712,354.95
713,144.0
714,570.0
715,180.0
716,463.0
717,503.0
718,630.0
719,515.0
720,1885.0
721,165.0
722,350.0
723,745.0
724,377.22
725,728.0
726,330.0
727,1063.0
728,805.0
729,220.0
730,160.0
731,475.0
732,807.0
733,322.0
734,405.0
735,935.0
736,228.0
737,548.0
738,310.0
739,311.0
740,315.0
741,310.495
742,707.5
743,361.0
744,530.0
745,516.0
746,1125.0
747,548.0
748,270.0
749,625.0
750,442.0
751,391.38
752,209.7
753,833.95
754,400.3
755,472.0
756,587.8
757,808.1
758,222.45
759,456.555
760,428.0
761,700.0
762,348.0
763,250.0
764,347.4
765,530.0
766,405.0
767,844.0
768,230.0
769,754.4
770,470.75
771,770.0
772,425.0
773,321.5
774,307.0
775,354.95
776,305.0
777,280.0
778,300.0
779,268.0
780,345.0
781,349.0
782,395.0
783,700.0
784,190.0
785,555.0
786,460.0
787,257.35
788,500.0
789,202.5
790,795.0
791,725.0
792,340.0
793,255.0
794,502.0
795,417.5
796,354.95
797,749.0
798,480.0
799,195.0
800,355.0
801,1090.0
802,179.95
803,317.0
804,275.0
805,845.0
806,580.0
807,2105.0
808,422.0
809,1151.8
810,1260.0
811,261.883
812,597.5
813,1005.0
814,585.05
815,470.0
816,824.995
817,517.5
818,380.0
819,245.0
820,220.0
821,645.0
822,260.0
823,590.0
824,317.5
825,285.0
826,625.0
827,580.0
828,435.0
829,919.5
830,375.0
831,694.9
832,618.0
833,624.5
834,250.0
835,319.0
836,809.995
837,355.0
838,438.0
839,346.0
840,528.0
841,254.0
842,244.95
843,1275.0
844,311.5
845,450.0
846,350.0
847,250.0
848,442.5
849,777.0
850,380.0
851,335.0
852,485.0
853,729.8
854,450.0
855,435.0
856,311.0
857,322.0
858,451.0
859,527.5
860,650.0
861,185.0
862,680.0
863,287.613
864,368.75
865,867.5
866,804.0
867,244.9
868,2005.0
869,616.0
870,456.0
871,624.0
872,625.0
873,660.0
874,495.0
875,790.0
876,255.0
877,384.95
878,347.0
879,243.0
880,382.5
881,545.0
882,355.0
883,390.0
884,495.0
885,210.0
886,556.0
887,405.0
888,610.0
889,725.0
890,570.0
891,257.7
892,430.0
893,730.0
894,253.0
895,375.0
896,880.0
897,345.0
898,610.0
899,380.0
900,280.0
901,413.2
902,735.1
903,259.0
904,179.5
905,505.0
906,415.0
907,302.0
908,580.55
909,737.0
910,420.0
911,357.5
912,493.0
913,539.64
914,469.0
915,815.0
916,371.5
917,1221.0
918,434.0
919,466.0
920,215.0
921,570.0
922,338.0
923,874.0
924,480.0
925,767.0
926,301.5
927,373.0
928,220.0
929,1195.0
930,310.0
931,565.0
932,645.0
933,324.95
934,705.0
935,285.0
936,303.45
937,372.0
938,142.0
939,378.0
940,490.0
941,451.0
942,416.0
943,290.0
944,616.0
945,285.0
946,246.0
947,490.0
948,256.2
949,480.0
950,823.0
951,146.8
952,312.0
953,890.0
954,220.0
955,1005.0
956,695.0
957,295.0
958,467.0
959,355.0
960,1410.0
961,445.0
962,438.5
963,487.5
964,535.0
965,485.0
966,467.0
967,754.95
968,529.95
969,364.95
970,530.0
971,760.0
972,418.5
973,391.591
974,295.0
975,447.5
976,855.0
977,929.0
978,395.0
979,115.7
980,580.0
981,577.5
982,1473.0
983,523.0
984,2100.0
985,290.0
986,492.25
987,344.0
988,252.0
989,230.0
990,261.5
991,597.5
992,325.0
993,607.0
994,490.0
995,593.0
996,482.0
997,524.9
998,325.0
999,1745.0
1000,389.0
1001,480.0
1002,334.995
1003,760.0
1004,431.0
1005,484.0
1006,630.0
1007,603.0
1008,248.0
1009,295.0
1010,340.0
1011,680.0
1012,392.5
1013,445.0
1014,797.0
1015,457.0
1016,268.0
1017,735.0
1018,224.95
1019,958.007
1020,560.0
1021,504.95
1022,1217.5
1023,505.0
1024,520.0
1025,400.0
1026,420.0
1027,1695.0
1028,777.0
1029,305.0
1030,334.9
1031,125.75
1032,392.0
1033,435.0
1034,580.0
1035,428.0
1036,350.0
1037,294.0
1038,624.5
1039,680.0
1040,644.0
1041,350.6
1042,472.0
1043,305.0
1044,865.0
1045,884.95
1046,463.0
1047,495.0
1048,930.0
1049,420.0
1050,575.0
1051,604.95
1052,455.0
1053,296.0
1054,530.0
1055,330.0
1056,314.0
1057,1805.0
1058,765.0
1059,625.0
1060,331.0
1061,334.0
1062,305.0
1063,704.0
1064,1105.0
1065,1305.0
1066,499.0
1067,264.0
1068,377.5
1069,255.0
1070,790.0
1071,444.0
1072,770.0
1073,983.0
1074,197.5
1075,715.0
1076,205.0
1077,488.945
1078,304.95
1079,199.0
1080,385.0
1081,1130.0
1082,264.9
1083,1280.0
1084,355.0
1085,754.95
1086,495.0
1087,273.5
1088,255.0
1089,705.0
1090,215.0
1091,320.0
1092,335.0
1093,211.0
1094,401.675
1095,395.0
1096,320.0
1097,276.31
1098,381.0
1099,556.0
1100,335.0
1101,485.0
1102,620.0
1103,385.0
1104,410.0
1105,293.4
1106,445.0
1107,414.316
1108,310.0
1109,525.0
1110,265.0
1111,390.0
1112,512.5
1113,337.5
1114,401.45
1115,254.9
1116,435.0
1117,215.0
1118,447.0
1119,749.0
1120,280.0
1121,304.9
1122,425.85
1123,1135.0
1124,200.0
1125,434.0
1126,530.0
1127,605.0
1128,304.8
1129,457.0
1130,820.0
1131,251.0
1132,155.0
1133,561.0
1134,230.0
1135,594.0
1136,540.8
1137,204.0
1138,265.0
1139,517.5
1140,545.0
1141,660.0
1142,547.5
1143,418.8
1144,194.65
1145,435.0
1146,1035.0
1147,705.0
1148,225.0
1149,572.0
1150,260.0
1151,330.0
1152,323.989
1153,1190.0
1154,390.5
1155,605.0
1156,561.0
1157,290.0
1158,630.0
1159,261.75
1160,355.0
1161,540.0
1162,2705.0
1163,394.999
1164,245.0
1165,223.0
1166,1585.0
1167,373.25
1168,955.0
1169,275.0
1170,379.0
1171,305.0
1172,293.4
1173,545.0
1174,387.0
1175,1511.0
1176,696.0
1177,500.0
1178,365.0
1179,349.5
1180,673.75
1181,525.0
1182,200.0
1183,975.0
1184,530.0
1185,365.0
1186,1225.0
1187,980.0
1188,1070.0
1189,624.42
1190,205.0
1191,410.0
1192,1008.0
1193,335.0
1194,1555.0
1195,180.0
1196,225.0
1197,640.0
1198,255.0
1199,455.0
1200,725.0
1201,235.0
1202,339.99
1203,900.0
1204,717.0
1205,705.0
1206,480.0
1207,405.0
1208,240.75
1209,1056.0
1210,248.5
1211,378.5
1212,1055.0
1213,437.0
1214,590.0
1215,2155.0
1216,358.25
1217,280.0
1218,487.0
1219,325.0
1220,254.95
1221,185.0
1222,597.5
1223,300.0
1224,810.0
1225,660.0
1226,670.0
1227,413.0
1228,499.4
1229,497.0
1230,394.95
1231,653.36
1232,1155.0
1233,354.9
1234,682.0
1235,945.0
1236,1055.0
1237,264.0
1238,342.0
1239,364.0
1240,485.0
1241,1175.0
1242,324.95
1243,627.5
1244,329.0
1245,360.0
1246,609.7
1247,385.0
1248,390.0
1249,335.0
1250,353.58
1251,508.0
1252,312.0
1253,305.0
1254,385.0
1255,185.0
1256,931.3
1257,754.0
1258,250.0
1259,436.5
1260,185.0
1261,259.5
1262,510.0
1263,435.0
1264,1605.0
1265,480.0
1266,278.0
1267,640.7
1268,435.0
1269,662.0
1270,855.0
1271,305.0
1272,306.35
1273,437.0
1274,155.0
1275,325.0
1276,605.0
1277,224.9
1278,275.0
1279,366.0
1280,361.0
1281,630.0
1282,245.0
1283,335.0
1284,775.0
1285,326.0
1286,1005.0
1287,358.0
1288,662.5
1289,403.0
1290,560.0
1291,1185.5
1292,375.0
1293,1080.0
1294,310.0
1295,173.0
1296,665.0
1297,915.0
1298,467.0
1299,666.254
1300,646.0
1301,263.0
1302,137.5
1303,472.1
1304,339.0
1305,1615.0
1306,670.0
1307,804.95
1308,240.0
1309,260.0
1310,393.0
1311,384.0
1312,404.5
1313,355.0
1314,311.0
1315,280.0
1316,555.0
1317,680.0
1318,180.0
1319,555.0
1320,950.0
1321,230.0
1322,438.0
1323,205.0
1324,520.0
1325,421.0
1326,905.0
1327,154.0
1328,667.99
1329,340.0
1330,415.0
1331,407.0
1332,365.0
1333,483.0
1334,604.0
1335,600.0
1336,611.0
1337,444.95
1338,409.0
1339,450.0
1340,360.0
1341,382.691
1342,305.0
1343,85.0
1344,557.0
1345,445.0
1346,330.0
1347,787.0
1348,540.0
1349,223.0
1350,470.425
1351,454.95
1352,612.0
1353,559.82
1354,305.0
1355,955.0
1356,240.0
1357,535.0
1358,1055.0
1359,388.0
1360,630.0
1361,380.0
1362,531.0
1363,585.0
1364,359.8
1365,653.475
1366,465.0
1367,907.0
1368,793.6
1369,469.6
1370,503.0
1371,590.0
1372,249.0
1373,1330.0
1374,740.0
1375,554.9
1376,95.0
1377,675.5
1378,532.55
1379,985.0
1380,1205.0
1381,561.0
1382,506.0
1383,204.0
1384,484.0
1385,1685.0
1386,250.0
1387,445.5
1388,377.0
1389,825.0
1390,2005.0
1391,501.7
1392,352.0
1393,330.0
1394,360.3
1395,300.0
1396,200.0
1397,680.0
1398,177.5
1399,351.0
1400,281.0
1401,885.0
1402,375.0
1403,695.0
1404,465.0
1405,384.95
1406,730.0
1407,632.0
1408,765.0
1409,360.0
1410,317.0
1411,260.0
1412,1800.0
1413,380.0
1414,317.9
1415,287.0
1416,405.0
1417,394.0
1418,480.0
1419,440.0
1420,265.0
1421,737.0
1422,756.75
1423,462.5
1424,530.0
1425,1715.0
1426,349.95
1427,493.0
1428,592.0
1429,954.88
1430,330.0
1431,999.0
1432,500.0
1433,574.95
1434,365.0
1435,1055.0
1436,590.0
1437,465.0
1438,500.0
1439,420.0
1440,331.1
1441,404.95
1442,410.0
1443,720.0
1444,298.0
1445,730.0
1446,404.0
1447,1575.0
1448,297.05
1449,334.0
1450,735.001
1451,1605.0
1452,540.0
1453,520.0
1454,805.0
1455,1154.0
1456,534.0
1457,380.0
1458,740.0
1459,693.0
1460,690.0
1461,279.95
1462,545.0
1463,504.95
1464,759.95
1465,455.0
1466,972.5
1467,285.0
1468,318.0
1469,505.0
1470,249.0
1471,975.0
1472,460.5
1473,273.0
1474,862.0
1475,309.0
1476,1660.0
1477,335.0
1478,473.0
1479,1386.0
1480,443.0
1481,205.0
1482,470.0
1483,575.0
1484,965.0
1485,785.0
1486,365.0
1487,450.83
1488,310.0
1489,680.0
1490,268.9
1491,482.0
1492,375.0
1493,331.5
1494,1105.0
1495,455.8
1496,485.0
1497,532.5
1498,480.0
1499,432.0
1500,410.0
1501,300.832
1502,540.0
1503,460.6
1504,420.0
1505,165.0
1506,270.0
1507,350.0
1508,835.0
1509,288.2
1510,660.0
1511,705.0
1512,905.0
1513,425.0
1514,230.0
1515,605.0
1516,1290.0
1517,220.0
1518,605.0
1519,604.0
1520,1405.0
1521,686.0
1522,640.0
1523,1215.0
1524,129.74
1525,360.0
1526,745.0
1527,194.0
1528,455.0
1529,370.0
1530,430.0
1531,225.0
1532,880.0
1533,1004.0
1534,350.0
1535,435.0
1536,320.0
1537,686.716
1538,1180.0
1539,845.0
1540,2005.0
1541,311.0
1542,443.75
1543,570.0
1544,229.0
1545,249.615
1546,162.5
1547,504.95
1548,520.0
1549,315.0
1550,259.0
1551,360.0
1552,385.0
1553,594.0
1554,515.0
1555,310.0
1556,585.0
1557,1975.0
1558,465.0
1559,515.25
1560,259.0
1561,340.0
1562,250.1
1563,272.0
1564,156.0
1565,745.0
1566,820.0
1567,1405.0
1568,930.0
1569,845.0
1570,470.0
1571,282.0
1572,750.0
1573,275.0
1574,191.95
1575,437.5
1576,542.0
1577,258.4
1578,368.0
1579,375.0
1580,155.0
1581,845.0
1582,973.0
1583,180.0
1584,845.5
1585,173.5
1586,1105.0
1587,434.0
1588,290.0
1589,230.0
1590,825.0
1591,626.138
1592,331.0
1593,470.0
1594,560.0
1595,804.0
1596,271.2
1597,495.0
1598,400.0
1599,744.0
1600,275.0
1601,215.0
1602,670.0
1603,635.0
1604,595.0
1605,555.0
1606,903.0
1607,479.8
1608,787.0
1609,540.0
1610,220.0
1611,375.0
1612,330.0
1613,247.0
1614,484.9
1615,241.0
1616,705.0
1617,549.5
1618,140.0
1619,304.0
1620,965.0
1621,337.0
1622,355.0
1623,530.0
1624,515.0
1625,545.0
1626,269.95
1627,865.0
1628,755.5
1629,400.0
1630,555.0
1631,1430.0
1632,305.0
1633,310.0
1634,410.0
1635,407.0
1636,450.0
1637,540.0
1638,334.932
1639,663.0
1640,307.0
1641,825.0
1642,150.0
1643,477.0
1644,354.0
1645,700.0
1646,271.5
1647,605.0
1648,795.0
1649,695.0
1650,3105.0
1651,728.0
1652,457.0
1653,640.2
1654,215.0
1655,600.0
1656,570.0
1657,267.0
1658,417.0
1659,255.0
1660,405.0
1661,624.0
1662,534.0
1663,410.0
1664,490.0
1665,655.88
1666,372.5
1667,405.0
1668,405.0
1669,454.95
1670,455.0
1671,305.0
1672,1360.0
1673,685.0
1674,269.0
1675,530.0
1676,272.5
1677,88.0
1678,650.0
1679,508.0
1680,2755.0
1681,235.0
1682,2458.5
1683,677.0
1684,690.0
1685,405.0
1686,300.0
1687,677.5
1688,394.0
1689,441.5
1690,955.0
1691,236.0
1692,480.3
1693,160.0
1694,251.5
1695,607.5
1696,173.0
1697,330.0
1698,845.0
1699,647.0
1700,304.95
1701,1370.0
1702,494.0
1703,647.0
1704,630.0
1705,430.0
1706,379.0
1707,430.0
1708,430.0
1709,400.0
1710,463.0
1711,664.0
1712,389.95
1713,660.0
1714,480.0
1715,320.0
1716,327.0
1717,464.9
1718,924.204
1719,535.0
1720,955.0
1721,705.0
1722,745.0
1723,550.0
1724,830.5
1725,650.5
1726,265.0
1727,195.0
1728,390.0
1729,573.0
1730,374.0
1731,335.0
1732,720.0
1733,495.0
1734,470.0
1735,337.0
1736,565.0
1737,1891.7
1738,755.0
1739,1390.0
1740,361.7
1741,370.25
1742,3715.0
1743,504.431
1744,655.0
1745,690.0
1746,404.0
1747,805.0
1748,354.9
1749,432.0
1750,755.0
1751,391.0
1752,285.0
1753,420.0
1754,740.0
1755,254.95
1756,245.0
1757,865.0
1758,1261.5
1759,201.44
1760,2405.0
1761,543.888
1762,592.0
1763,620.0
1764,294.95
1765,698.0
1766,665.0
1767,248.0
1768,464.0
1769,1600.0
1770,665.0
1771,848.5
1772,255.0
1773,1510.0
1774,634.0
1775,545.0
1776,970.0
1777,280.0
1778,680.0
1779,670.0
1780,555.0
1781,400.0
1782,460.0
1783,497.0
1784,794.0
1785,310.0
1786,325.0
1787,415.0
1788,564.9
1789,445.0
1790,692.0
1791,555.0
1792,410.0
1793,204.95
1794,371.0
1795,332.0
1796,730.995
1797,279.95
1798,540.0
1799,990.0
1800,347.0
1801,735.0
1802,303.0
1803,875.0
1804,435.0
1805,673.5
1806,960.0
1807,620.0
1808,355.0
1809,305.0
1810,650.0
1811,444.9
1812,385.0
1813,160.0
1814,944.0
1815,405.0
1816,295.0
1817,396.0
1818,320.0
1819,477.5
1820,505.0
1821,409.0
1822,573.5
1823,474.0
1824,416.0
1825,275.0
1826,1255.0
1827,585.0
1828,691.0
1829,666.0
1830,658.0
1831,470.5
1832,640.0
1833,445.15
1834,321.0
1835,444.8
1836,255.0
1837,1005.0
1838,825.0
1839,437.5
1840,1970.22
1841,310.0
1842,615.0
1843,290.0
1844,350.0
1845,460.0
1846,549.0
1847,530.0
1848,814.0
1849,1040.0
1850,590.083
1851,807.0
1852,230.0
1853,718.25
1854,618.0
1855,715.0
1856,198.0
1857,655.0
1858,555.0
1859,852.0
1860,235.0
1861,835.0
1862,454.5
1863,330.0
1864,425.0
1865,935.0
1866,580.0
1867,1105.0
1868,277.5
1869,240.0
1870,775.0
1871,1075.0
1872,725.0
1873,946.5
1874,211.0
1875,659.95
1876,880.0
1877,317.0
1878,445.0
1879,320.0
1880,380.9
1881,445.0
1882,553.0
1883,790.2
1884,585.135
1885,333.5
1886,576.5
1887,179.5
1888,370.0
1889,595.0
1890,317.0
1891,325.0
1892,368.99
1893,855.0
1894,395.0
1895,227.4
1896,258.0
1897,240.0
1898,610.0
1899,1303.0
1900,965.0
1901,980.0
1902,314.0
1903,244.0
1904,430.0
1905,300.0
1906,414.95
1907,215.0
1908,505.0
1909,440.0
1910,407.5
1911,442.0
1912,567.1
1913,535.0
1914,965.0
1915,550.0
1916,499.995
1917,476.0
1918,240.0
1919,500.0
1920,645.0
1921,508.0
1922,405.0
1923,405.0
1924,580.0
1925,435.0
1926,480.0
1927,935.0
1928,717.5
1929,840.0
1930,285.0
1931,430.0
1932,325.0
1933,430.0
1934,700.0
1935,285.0
1936,665.0
1937,228.0
1938,239.0
1939,432.874
1940,437.0
1941,694.8
1942,435.0
1943,244.0
1944,290.0
1945,273.0
1946,723.0
1947,255.0
1948,155.0
1949,565.0
1950,605.0
1951,605.0
1952,618.0
1953,610.0
1954,1104.5
1955,479.9
1956,764.6
1957,140.0
1958,765.5
1959,397.5
1960,747.0
1961,470.0
1962,195.0
1963,322.0
1964,345.0
1965,1030.0
1966,432.5
1967,217.5
1968,1131.0
1969,504.95
1970,134.0
1971,245.5
1972,550.0
1973,651.0
1974,842.5
1975,405.0
1976,205.0
1977,442.0
1978,380.0
1979,530.0
1980,234.5
1981,376.0
1982,475.0
1983,544.0
1984,404.95
1985,490.0
1986,545.0
1987,166.7
1988,180.0
1989,416.715
1990,790.0
1991,340.0
1992,360.0
1993,175.0
1994,280.0
1995,912.5
1996,315.0
1997,588.0
1998,663.588
1999,772.45
2000,537.0
2001,380.0
2002,615.0
2003,332.5
2004,395.0
2005,690.0
2006,1906.0
2007,420.0
2008,294.95
2009,494.0
2010,653.0
2011,332.5
2012,565.0
2013,1105.0
2014,577.0
2015,285.0
2016,591.5
2017,297.0
2018,554.0
2019,458.5
2020,525.0
2021,369.95
2022,275.0
2023,280.0
2024,2010.0
2025,255.0
2026,608.5
2027,255.5
2028,266.0
2029,570.0
2030,524.0
2031,870.0
2032,370.0
2033,2405.0
2034,395.0
2035,765.0
2036,1275.0
2037,751.0
2038,645.0
2039,224.95
2040,325.0
2041,505.0
2042,770.0
2043,423.5
2044,796.0
2045,880.0
2046,865.0
2047,994.0
2048,537.0
2049,329.95
2050,405.0
2051,124.5
2052,460.0
2053,765.0
2054,290.0
2055,304.0
2056,395.0
2057,255.0
2058,361.0
2059,274.0
2060,1160.0
2061,340.0
2062,470.0
2063,610.004
2064,284.95
2065,450.0
2066,535.0
2067,360.5
2068,400.0
2069,497.0
2070,281.0
2071,658.0
2072,615.0
2073,570.0
2074,589.0
2075,280.0
2076,550.0
2077,471.8
2078,461.0
2079,430.0
2080,273.5
2081,348.0
2082,242.0
2083,471.5
2084,1305.0
2085,1420.0
2086,315.0
2087,304.95
2088,635.0
2089,454.95
2090,302.5
2091,340.0
2092,803.0
2093,170.0
2094,551.0
2095,705.0
2096,880.0
2097,569.0
2098,625.0
2099,390.0
2100,690.0
2101,1080.0
2102,754.0
2103,234.0
2104,262.0
2105,275.0
2106,504.95
2107,535.0
2108,458.5
2109,260.0
2110,560.0
2111,297.0
2112,1805.0
2113,960.0
2114,504.0
2115,215.0
2116,391.0
2117,377.5
2118,380.0
