index,id,date,bedrooms_number,batchrooms_number,square_footage_home,square_footage_lot,floors_number,has_waterfront,has_been_viewed,condition_quality,housing_unity_grade,square_footage_except_basement,square_footage_only_basement,build_year,renovation_year,coordinate_latitude,coordinate_longitude,square_footage_home_old,square_footage_lot_old
73,10922,2014-05-04,4,2.0,2280,6010,1.0,0,0,3,7,1140,1140,1900,0,200.6034,4.7109999999999985,2240,6200
74,6667,2014-05-04,3,2.5,2200,7350,1.0,0,0,5,8,1570,630,1988,0,200.4395,4.838999999999999,2350,7557
75,11486,2014-05-04,4,2.5,2530,9933,2.0,0,2,3,8,2010,520,1990,0,200.2654,4.783999999999992,2140,9933
76,11903,2014-05-05,4,2.5,3180,21904,2.0,0,3,3,9,3180,0,2000,0,200.515,4.882999999999996,3715,29170
77,5634,2014-05-05,3,1.75,1880,6360,1.0,0,0,4,7,1040,840,1945,0,200.6878,4.713999999999999,1770,6175
78,577,2014-05-05,3,2.0,1410,6030,1.5,0,0,4,7,1410,0,1930,0,200.6994,4.652999999999992,1410,6300
79,720,2014-05-05,4,2.5,2730,10281,2.0,0,2,3,9,2730,0,1996,0,200.6227,4.971000000000004,2750,7220
80,782,2014-05-05,3,1.0,1330,77972,1.0,0,0,3,7,1330,0,1928,1954,200.6891,4.841000000000008,1340,17689
81,9818,2014-05-05,3,2.5,2490,4343,2.0,0,0,3,9,2490,0,2003,0,200.54930000000002,5.007000000000005,2130,4106
82,13844,2014-05-05,5,2.75,2740,8426,1.0,0,0,4,8,1370,1370,1960,0,200.5563,4.8160000000000025,2020,8783
83,11423,2014-05-05,4,2.25,1990,7712,1.0,0,0,3,8,1210,780,1973,0,200.5688,4.912999999999997,1720,7393
84,12177,2014-05-05,4,1.75,1970,9389,1.0,0,0,5,7,1140,830,1960,0,200.7771,4.661000000000001,1820,8135
85,8837,2014-05-05,3,1.75,1920,9306,1.0,0,0,3,7,1000,920,1984,0,200.3319,4.73299999999999,1860,8458
86,6379,2014-05-05,2,3.0,1410,1240,2.0,0,0,3,8,1140,270,2006,0,200.5221,4.609999999999999,1410,1273
87,2027,2014-05-05,3,2.25,1410,1332,3.0,0,0,3,8,1410,0,2005,0,200.6916,4.659999999999997,1430,1448
88,13055,2014-05-05,4,2.75,2310,5000,2.0,0,0,3,7,2310,0,2006,0,200.3614,4.965000000000003,1980,5000
89,14055,2014-05-05,4,2.0,1480,3844,1.5,0,0,5,7,1480,0,1928,0,200.70420000000001,4.647999999999996,1480,3844
90,2601,2014-05-05,5,2.5,3090,12750,1.0,0,0,3,8,1750,1340,1968,0,200.3408,4.665000000000006,1760,25919
91,8099,2014-05-05,3,2.5,2230,4000,2.0,0,0,3,7,2230,0,1954,0,200.58010000000002,4.694000000000003,1310,4000
92,4749,2014-05-05,4,1.5,1240,9600,1.0,0,0,3,7,1240,0,1971,0,200.3206,4.602999999999994,1240,9592
93,19961,2014-05-05,6,1.75,2920,5000,2.5,0,0,4,9,2780,140,1908,0,200.6024,4.704999999999998,2020,5000
94,240,2014-05-05,3,1.75,1670,39639,1.0,0,0,4,8,1670,0,1976,1992,200.5929,5.01100000000001,2330,30492
95,20207,2014-05-05,3,2.25,1620,998,2.5,0,0,3,8,1540,80,2010,0,200.5401,4.972999999999999,1620,1299
96,7850,2014-05-05,2,1.0,1200,8063,1.0,0,0,4,6,1200,0,1958,0,200.4204,4.676000000000002,1200,7500
97,546,2014-05-05,3,2.5,3040,4535,2.0,0,0,3,9,3040,0,2007,0,200.51,4.814999999999998,2670,4666
98,17653,2014-05-05,5,2.0,2050,10200,1.0,0,0,3,6,1430,620,1956,0,200.4136,4.667000000000002,1940,8625
99,18800,2014-05-05,3,2.5,1940,3211,2.0,0,0,3,8,1940,0,2009,0,200.5644,4.907000000000011,1880,3078
100,14433,2014-05-05,3,2.5,1880,7838,2.0,0,0,3,7,1880,0,1994,0,200.44389999999999,4.810000000000002,1810,7915
101,18434,2014-05-05,2,2.5,1590,1426,2.0,0,0,3,8,1590,0,2014,0,200.54410000000001,4.987000000000009,1590,1426
102,4698,2014-05-05,3,2.0,1800,5000,1.0,0,0,4,7,1080,720,1942,0,200.6738,4.702999999999989,1800,5000
103,7309,2014-05-05,4,2.5,2800,5900,1.0,0,0,3,8,1660,1140,1963,0,200.6809,4.713999999999999,2580,5900
104,18799,2014-05-05,3,2.5,1790,2700,2.0,0,0,3,8,1790,0,2010,0,200.564,4.907000000000011,1890,3078
105,7897,2014-05-05,3,2.5,1408,989,3.0,0,0,3,8,1408,0,2005,0,200.6856,4.685000000000002,1408,1342
106,43,2014-05-05,3,2.25,2010,6000,1.0,0,0,3,8,1330,680,1975,0,200.6912,4.885000000000005,2080,8260
107,15173,2014-05-05,2,1.0,2540,7000,1.0,0,0,5,8,1320,1220,1942,0,200.5259,4.73899999999999,2160,6000
108,7392,2014-05-05,4,1.75,2300,11700,1.0,0,0,4,9,1960,340,1977,0,200.6331,4.906000000000006,2840,12000
109,17406,2014-05-05,4,2.5,2910,6479,2.0,0,0,3,7,2910,0,2006,0,200.5402,5.1129999999999995,2320,5178
110,4964,2014-05-05,3,2.5,1900,8744,2.0,0,0,3,8,1900,0,1987,0,200.62,4.957000000000008,2030,8744
111,3444,2014-05-05,2,1.0,810,7158,1.0,0,0,5,6,810,0,1944,0,200.4882,4.674999999999997,1090,7158
112,3220,2014-05-05,3,2.0,1050,10072,1.0,0,0,3,7,1050,0,1986,0,200.7341,5.024000000000001,1130,10087
113,17066,2014-05-05,6,2.75,3200,9200,1.0,0,2,4,8,1600,1600,1953,0,200.492,4.63600000000001,2220,9500
114,8448,2014-05-05,3,1.0,1450,6000,1.0,0,0,4,7,1450,0,1953,0,200.5238,4.712999999999994,1170,6464
115,14550,2014-05-05,5,2.0,1840,9240,1.0,0,0,4,7,1540,300,1942,1958,200.7308,4.659999999999997,1200,5250
116,20902,2014-05-05,4,2.5,2120,10202,1.0,0,0,4,7,1620,500,1960,0,200.5858,4.829999999999998,1570,10762
117,11340,2014-05-05,4,1.0,1390,4240,1.0,0,0,3,7,1050,340,1924,0,200.6596,4.662000000000006,1810,4240
118,11873,2014-05-05,4,2.5,2910,6338,2.0,0,0,3,8,2910,0,2008,0,200.4804,4.873999999999995,2500,5877
119,4529,2014-05-05,5,1.75,2550,71874,1.0,0,0,5,7,1810,740,1960,0,200.4845,4.920000000000002,2170,51400
120,3733,2014-05-05,3,1.0,1340,306848,1.0,0,0,3,5,1340,0,1953,0,200.7534,5.087999999999994,1800,128066
121,4733,2014-05-05,3,1.75,1480,2185,2.5,0,0,3,9,1480,0,2005,0,200.6945,4.829999999999998,1480,2441
122,9430,2014-05-05,2,1.0,1770,8640,1.5,0,0,3,6,1520,250,1949,0,200.6926,4.6370000000000005,1060,4804
123,13439,2014-05-05,2,1.75,2110,9519,1.0,0,0,2,7,2110,0,1948,0,200.7504,4.694000000000003,1480,9519
124,18551,2014-05-05,5,3.5,4490,6000,2.0,0,0,3,10,3200,1290,2006,0,200.5396,4.927000000000007,4530,6000
125,16034,2014-05-05,4,2.5,2370,6500,2.0,0,0,3,9,2370,0,1998,0,200.3328,4.827000000000012,2590,6137
126,5371,2014-05-05,3,2.0,2350,5700,1.5,0,0,4,8,1810,540,1939,0,200.639,4.689999999999998,2170,6000
127,4653,2014-05-05,4,1.75,2010,3600,1.5,0,0,3,7,2010,0,1902,0,200.6337,4.628999999999991,2010,3600
128,9586,2014-05-05,4,3.0,2340,7048,1.0,0,0,4,8,1340,1000,1979,0,200.7306,4.772999999999996,1440,8088
129,552,2014-05-05,4,1.0,2070,7519,1.0,0,0,3,7,1160,910,1963,0,200.632,4.881,1730,7519
130,18920,2014-05-05,3,2.5,3240,7857,2.0,0,0,3,10,3240,0,1994,0,200.5857,4.962000000000003,2970,7857
131,6374,2014-05-05,2,1.0,840,5510,1.0,0,0,3,7,840,0,1955,0,200.5247,4.608999999999995,1630,5510
132,9649,2014-05-05,5,1.0,1120,9022,1.5,0,0,4,7,1120,0,1962,0,200.7296,4.760000000000005,1310,7500
133,13398,2014-05-05,3,2.25,1800,36704,1.0,0,0,4,8,1360,440,1978,0,200.4688,4.987000000000009,2730,36404
134,17498,2014-05-05,5,2.75,3190,16920,1.0,0,3,3,9,1690,1500,1976,0,200.5641,4.840000000000003,3100,13100
135,2670,2014-05-05,7,8.0,13540,307752,3.0,0,4,3,12,9410,4130,1999,0,200.6675,5.013999999999996,4850,217800
136,15044,2014-05-05,3,1.75,1560,5520,1.0,0,0,4,6,780,780,1944,0,200.6515,4.600999999999999,1470,6000
137,21336,2014-05-05,2,1.0,1140,5400,1.0,0,0,5,7,1140,0,1908,0,200.6205,4.706000000000003,1520,4800
138,19131,2014-05-05,4,3.0,3690,9892,2.0,0,0,3,10,3690,0,1998,0,200.5937,5.0179999999999865,3430,11294
139,947,2014-05-05,4,2.5,4340,141570,2.5,0,0,3,11,4340,0,1992,0,200.6805,4.952000000000012,2720,97138
140,15134,2014-05-05,2,3.0,1270,1175,2.0,0,0,3,8,1110,160,2000,0,200.6634,4.659999999999997,1290,1800
141,4530,2014-05-05,3,2.0,1550,15040,1.0,0,0,4,6,1550,0,1958,0,200.4873,4.9010000000000105,1510,41416
142,21251,2014-05-05,4,2.5,3400,9692,2.0,0,0,3,9,3400,0,2007,0,200.708,4.891000000000005,3070,7375
143,6574,2014-05-05,4,1.75,2010,9211,1.0,0,0,3,7,1470,540,1977,0,200.7206,4.8289999999999935,1840,8500
144,18831,2014-05-05,4,1.5,1120,5427,1.0,0,0,3,6,1120,0,1969,2014,200.3628,4.912999999999997,1150,5304
145,9940,2014-05-05,2,1.5,1160,1438,2.0,0,0,3,7,1160,0,2001,0,200.5917,4.704999999999998,1220,1740
146,16353,2014-05-05,5,2.5,3180,13806,2.0,0,0,4,10,3180,0,1990,0,200.652,4.817999999999998,3180,13798
147,12085,2014-05-05,2,2.5,2220,4000,2.0,0,0,3,9,2220,0,2000,0,200.6364,4.719999999999999,1870,4000
148,1498,2014-05-05,5,3.5,4010,8510,2.0,0,1,5,9,2850,1160,1971,0,200.6578,4.713999999999999,2610,6128
149,14551,2014-05-05,2,1.0,1140,5250,1.5,0,0,4,6,1140,0,1949,0,200.731,4.658999999999992,1450,5250
150,14642,2014-05-05,3,3.0,1571,2017,3.0,0,0,3,8,1571,0,2008,0,200.7338,4.6910000000000025,1520,1497
151,4660,2014-05-05,4,2.5,2440,6651,2.0,0,0,3,9,2440,0,2014,0,200.6971,4.628999999999991,1350,7653
152,14725,2014-05-05,4,2.5,2450,4247,2.0,0,0,3,8,2450,0,2013,0,200.7048,4.8870000000000005,2970,4685
153,18454,2014-05-05,3,1.75,1330,7500,1.0,0,0,3,8,1330,0,1961,0,200.60739999999998,4.805000000000007,1690,7800
154,9728,2014-05-05,3,1.5,2160,9000,1.0,0,2,4,8,1400,760,1949,0,200.7241,4.631,3010,9000
155,21333,2014-05-05,4,3.0,2170,4000,2.0,0,0,4,9,1610,560,1982,2011,200.6196,4.707999999999998,1670,4000
156,21295,2014-05-05,3,2.5,1680,2000,3.0,0,0,3,9,1680,0,1909,1998,200.6604,4.709999999999994,1950,5000
157,14047,2014-05-05,3,1.75,1490,10125,1.0,0,0,4,7,1490,0,1962,0,200.3075,4.716000000000008,2488,4981
158,18550,2014-05-05,4,4.25,4420,5750,2.0,0,0,3,10,3410,1010,2006,0,200.5404,4.927000000000007,4420,5750
159,389,2014-05-05,4,2.75,2600,5390,1.0,0,0,4,8,1300,1300,1960,0,200.63819999999998,4.602999999999994,2550,5600
160,8216,2014-05-06,3,1.5,1630,7475,1.0,0,1,3,7,1160,470,1940,0,200.6725,4.727999999999994,2320,7475
161,9774,2014-05-06,5,4.0,4510,15175,2.0,0,0,3,10,4510,0,1969,2002,200.5309,4.772000000000006,3510,13500
162,17122,2014-05-06,4,2.5,2290,12047,2.0,0,0,4,9,2290,0,1988,0,200.5599,4.894999999999996,3130,15666
163,19786,2014-05-06,4,2.5,3030,7864,2.0,0,0,3,9,3030,0,1999,0,200.60750000000002,4.98299999999999,2790,7034
164,8280,2014-05-06,3,1.0,1230,9568,1.0,0,0,5,7,1230,0,1962,0,200.539,4.820999999999998,1270,9575
165,15979,2014-05-06,3,1.0,1050,6874,1.0,0,0,3,6,1050,0,1954,0,200.762,4.644999999999996,1500,8954
166,187,2014-05-06,6,3.0,3470,117612,1.5,0,0,3,7,3470,0,1924,0,200.7663,4.766000000000005,2120,17100
167,14666,2014-05-06,4,2.5,2000,5684,2.0,0,0,3,8,2000,0,1996,0,200.7443,4.780000000000001,2210,7066
168,9287,2014-05-06,4,2.5,1890,6156,1.0,0,0,3,7,980,910,1980,0,200.551,4.643999999999991,1590,6954
169,19731,2014-05-06,3,1.5,1420,8580,1.0,0,0,3,6,1420,0,1962,0,200.3076,4.637999999999991,1200,8580
170,2082,2014-05-06,3,2.5,2460,54885,2.0,0,0,4,8,2460,0,1980,0,200.4996,4.853999999999999,2770,21407
171,10120,2014-05-06,4,2.0,1440,7680,1.0,0,0,3,7,1200,240,1971,0,200.7245,4.799999999999997,1460,9660
172,5152,2014-05-06,3,2.5,2200,1970,2.0,0,0,3,9,1610,590,2008,0,200.64260000000002,4.672999999999988,1890,3505
173,1119,2014-05-06,5,5.0,4490,10279,2.0,0,0,3,10,3930,560,2013,0,200.5974,4.797999999999988,2490,10279
174,21157,2014-05-06,2,1.75,1170,2400,1.0,0,0,4,7,740,430,1903,0,200.6653,4.667000000000002,1570,3919
175,5882,2014-05-06,4,2.0,3740,32417,2.0,0,0,3,9,3740,0,2000,0,200.6728,4.9879999999999995,3180,32417
176,9174,2014-05-06,5,2.25,3040,8111,2.0,0,0,3,8,3040,0,1984,0,200.7157,4.897000000000006,2020,8304
177,9467,2014-05-06,4,2.75,3370,8103,1.0,0,3,3,9,1970,1400,1970,2014,200.5232,4.617000000000004,2120,6360
178,16762,2014-05-06,3,2.0,2000,7000,2.0,0,0,3,7,2000,0,1916,1986,200.5452,4.6070000000000135,1840,7000
179,15392,2014-05-06,4,2.5,3200,12369,2.0,0,0,3,10,3200,0,1998,0,200.5273,4.8570000000000135,3770,12960
180,16899,2014-05-06,3,1.75,1690,7735,1.0,0,0,4,7,1060,630,1976,0,200.3324,4.719999999999999,1580,7503
181,11106,2014-05-06,4,1.75,1840,10720,1.0,0,0,3,7,960,880,1958,0,200.60739999999998,4.875,1840,9044
182,4945,2014-05-06,5,2.5,2910,9636,1.0,0,0,4,7,1690,1220,1964,0,200.5803,4.881,2830,10385
183,16470,2014-05-06,3,2.5,2690,4047,3.0,0,0,3,10,2690,0,2014,0,200.6797,4.614999999999995,2040,5000
184,21236,2014-05-06,3,1.0,1010,7034,1.0,0,0,3,7,1010,0,1954,0,200.49,4.780000000000001,1440,10994
185,6947,2014-05-06,5,2.0,2020,5000,1.5,0,0,4,7,2020,0,1938,0,200.6949,4.6299999999999955,1510,6600
186,14259,2014-05-06,3,2.5,1850,10109,2.0,0,0,3,8,1850,0,1991,0,200.7163,4.771000000000001,1780,9660
187,3628,2014-05-06,2,1.0,930,36478,1.0,0,2,3,6,930,0,1951,0,200.5699,4.8359999999999985,2800,11141
188,10483,2014-05-06,3,2.25,1970,11088,1.0,0,0,4,8,1180,790,1967,0,200.7651,4.722999999999999,1970,10470
189,5062,2014-05-06,3,1.0,1510,6083,1.0,0,0,4,6,860,650,1940,0,200.6966,4.676000000000002,1510,5712
190,1207,2014-05-06,4,2.0,2060,5000,1.0,0,0,3,7,1030,1030,1949,2013,200.6992,4.621000000000009,1280,5000
191,16385,2014-05-06,3,2.5,2970,11985,1.0,0,0,3,9,1770,1200,1995,0,200.6359,4.947999999999993,2990,12049
192,3917,2014-05-06,2,1.0,1030,4400,1.0,0,0,3,7,1030,0,1924,0,200.681,4.638999999999996,1400,4200
193,15784,2014-05-06,4,3.25,3569,8327,2.0,0,0,3,10,3569,0,2013,0,200.4595,4.792000000000002,2550,5251
194,173,2014-05-06,3,1.75,1850,7684,1.0,0,0,3,8,1320,530,1979,0,200.2975,4.6299999999999955,1940,7630
195,1577,2014-05-06,3,1.0,1350,7740,1.0,0,0,4,6,860,490,1947,0,200.7098,4.709000000000003,1130,7740
196,4611,2014-05-06,4,2.5,2000,5390,2.0,0,0,3,7,2000,0,2003,0,200.3732,4.871000000000009,2330,5390
197,11164,2014-05-06,3,1.75,1260,6500,1.0,0,0,4,7,1260,0,1966,0,200.6224,4.884,1500,7700
198,437,2014-05-06,4,3.5,3380,8330,2.0,0,0,3,8,3380,0,2000,0,200.7741,4.621000000000009,2220,8330
199,13835,2014-05-06,4,2.25,2260,29930,2.0,0,0,4,8,1400,860,1977,0,200.56889999999999,4.873999999999995,2770,29930
200,7070,2014-05-06,3,1.75,1900,5520,1.0,0,0,3,7,1280,620,1982,0,200.5549,4.707999999999998,1330,5196
201,59,2014-05-06,2,1.0,780,16344,1.0,0,0,1,5,780,0,1942,0,200.47390000000001,4.719999999999999,1700,10387
202,6157,2014-05-06,2,1.75,1660,6000,1.0,0,0,3,7,1160,500,1942,0,200.6624,4.709000000000003,1660,4000
203,21366,2014-05-06,2,2.25,1230,929,2.0,0,0,3,8,1020,210,2004,0,200.6191,4.698999999999998,1270,1370
204,18752,2014-05-06,4,2.25,2810,23400,1.0,0,1,3,7,1710,1100,1958,0,200.395,4.688999999999993,1860,14900
205,11855,2014-05-06,2,1.0,900,5160,1.0,0,0,3,6,900,0,1952,0,200.525,4.643999999999991,900,5160
206,7285,2014-05-06,3,1.75,2130,6500,1.0,0,2,3,8,1170,960,1954,0,200.6424,4.61399999999999,2020,5000
207,10935,2014-05-06,4,2.0,2680,18768,1.0,0,0,5,8,2680,0,1965,0,200.3182,4.721000000000004,1230,15750
208,14886,2014-05-06,3,1.5,1430,8000,1.0,0,0,4,7,1430,0,1956,0,200.5874,4.86399999999999,1450,8000
209,20823,2014-05-06,5,2.75,1800,3780,1.5,0,0,3,7,1400,400,1926,0,200.6831,4.657000000000011,1400,3780
